,ISBN,Book_Title,Book_Author,Year_Of_Publication,Book_Publisher,Image_Small,Image_Medium,Image_Large,Important_Features
556,0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,http://images.amazon.com/images/P/0316780375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg,Anita Shreve Back Bay Books
557,0743436210,Hearts in Atlantis,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743436210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg,Stephen King Pocket
558,0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books,http://images.amazon.com/images/P/0804105820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.LZZZZZZZ.jpg,Robert Fulghum Ivy Books
559,0446604844,Total Control,David Baldacci,1997,Warner Books,http://images.amazon.com/images/P/0446604844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.LZZZZZZZ.jpg,David Baldacci Warner Books
560,0553582526,Dust to Dust,TAMI HOAG,2002,Bantam,http://images.amazon.com/images/P/0553582526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg,TAMI HOAG Bantam
561,0141000198,Bridget Jones's Diary,Helen Fielding,2001,Penguin Putnam,http://images.amazon.com/images/P/0141000198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141000198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141000198.01.LZZZZZZZ.jpg,Helen Fielding Penguin Putnam
562,0671727796,The Color Purple,Alice Walker,1990,Pocket,http://images.amazon.com/images/P/0671727796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671727796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671727796.01.LZZZZZZZ.jpg,Alice Walker Pocket
563,0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218036.01.LZZZZZZZ.jpg,Nora Roberts Silhouette
564,0553572326,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,http://images.amazon.com/images/P/0553572326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572326.01.LZZZZZZZ.jpg,Jonathan Kellerman Bantam
565,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425172546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425172546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425172546.01.LZZZZZZZ.jpg,Patricia Daniels Cornwell Berkley Publishing Group
566,0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993,Penguin Books,http://images.amazon.com/images/P/0140177396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140177396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140177396.01.LZZZZZZZ.jpg,John Steinbeck Penguin Books
567,0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg,Sue Grafton Bantam
568,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,http://images.amazon.com/images/P/0553280368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg,Sue Grafton Bantam
569,0451176464,Gerald's Game,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451176464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg,Stephen King Signet Book
570,0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket,http://images.amazon.com/images/P/0671894455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg,Winston Groom Pocket
571,0451186362,Rose Madder,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451186362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.LZZZZZZZ.jpg,Stephen King Signet Book
572,0446607657,When the Wind Blows,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg,James Patterson Warner Vision
573,0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345354613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354613.01.LZZZZZZZ.jpg,MICHAEL CRICHTON Ballantine Books
574,0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,http://images.amazon.com/images/P/0441569595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg,William Gibson Ace Books
575,0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg,Tom Clancy Berkley Publishing Group
576,0380820293,Last Chance Saloon,Marian Keyes,2002,Avon,http://images.amazon.com/images/P/0380820293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380820293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380820293.01.LZZZZZZZ.jpg,Marian Keyes Avon
577,0553580930,A Man in Full,Tom Wolfe,1999,Bantam,http://images.amazon.com/images/P/0553580930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580930.01.LZZZZZZZ.jpg,Tom Wolfe Bantam
578,0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312980140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg,Janet Evanovich St. Martin's Paperbacks
579,0446611778,Last Man Standing,David Baldacci,2002,Warner Vision,http://images.amazon.com/images/P/0446611778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611778.01.LZZZZZZZ.jpg,David Baldacci Warner Vision
580,014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books,http://images.amazon.com/images/P/014023313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg,Carol Shields Penguin Books
581,0375506039,Open House,Elizabeth Berg,2000,Random House Trade,http://images.amazon.com/images/P/0375506039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375506039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375506039.01.LZZZZZZZ.jpg,Elizabeth Berg Random House Trade
582,0316788228,The Pilot's Wife,Anita Shreve,2001,"Little, Brown",http://images.amazon.com/images/P/0316788228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316788228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316788228.01.LZZZZZZZ.jpg,"Anita Shreve Little, Brown"
583,0441172717,Dune (Remembering Tomorrow),Frank Herbert,1996,ACE Charter,http://images.amazon.com/images/P/0441172717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441172717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441172717.01.LZZZZZZZ.jpg,Frank Herbert ACE Charter
584,0345441036,Black House,Stephen King,2002,Ballantine Books,http://images.amazon.com/images/P/0345441036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345441036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345441036.01.LZZZZZZZ.jpg,Stephen King Ballantine Books
585,0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam,http://images.amazon.com/images/P/0553571885.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.LZZZZZZZ.jpg,TAMI HOAG Bantam
586,0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam,http://images.amazon.com/images/P/0553576801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553576801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553576801.01.LZZZZZZZ.jpg,LISA GARDNER Bantam
587,0553578022,The Face of Deception,Iris Johansen,1999,Bantam Books,http://images.amazon.com/images/P/0553578022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.LZZZZZZZ.jpg,Iris Johansen Bantam Books
588,0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books,http://images.amazon.com/images/P/0449219364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219364.01.LZZZZZZZ.jpg,Sue Grafton Fawcett Books
589,0743227441,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone,http://images.amazon.com/images/P/0743227441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743227441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743227441.01.LZZZZZZZ.jpg,Philippa Gregory Touchstone
590,0553275976,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books,http://images.amazon.com/images/P/0553275976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553275976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553275976.01.LZZZZZZZ.jpg,Tom Wolfe Bantam Books
591,0140092323,Lake Wobegon days,Garrison Keillor,1986,Penguin Books,http://images.amazon.com/images/P/0140092323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140092323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140092323.01.LZZZZZZZ.jpg,Garrison Keillor Penguin Books
592,0553582127,The Search,Iris Johansen,2001,Bantam Books,http://images.amazon.com/images/P/0553582127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582127.01.LZZZZZZZ.jpg,Iris Johansen Bantam Books
593,0425192733,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),Patricia Cornwell,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192733.01.LZZZZZZZ.jpg,Patricia Cornwell Berkley Publishing Group
594,0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002,Broadway Books,http://images.amazon.com/images/P/0767915054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767915054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767915054.01.LZZZZZZZ.jpg,HAVEN KIMMEL Broadway Books
595,0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books,http://images.amazon.com/images/P/0452284449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.LZZZZZZZ.jpg,Tracy Chevalier Plume Books
596,0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever,http://images.amazon.com/images/P/0446610542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.LZZZZZZZ.jpg,Carly Phillips Warner Forever
597,0425132951,The House of Thunder,Dean R. Koontz,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425132951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425132951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425132951.01.LZZZZZZZ.jpg,Dean R. Koontz Berkley Publishing Group
598,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book,http://images.amazon.com/images/P/0451188454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.LZZZZZZZ.jpg,Jeff Deaver Signet Book
599,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books,http://images.amazon.com/images/P/0345413881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413881.01.LZZZZZZZ.jpg,Jonathan Kellerman Ballantine Books
600,0451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book,http://images.amazon.com/images/P/0451163966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451163966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451163966.01.LZZZZZZZ.jpg,Ken Kesey Signet Book
601,0451170385,Four Past Midnight,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451170385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451170385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451170385.01.LZZZZZZZ.jpg,Stephen King Signet Book
602,006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,http://images.amazon.com/images/P/006016848X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.LZZZZZZZ.jpg,John Gray HarperCollins Publishers
603,0440212561,Outlander,DIANA GABALDON,1992,Dell,http://images.amazon.com/images/P/0440212561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg,DIANA GABALDON Dell
604,0515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books,http://images.amazon.com/images/P/0515133302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.LZZZZZZZ.jpg,Catherine Coulter Jove Books
605,0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,F. Scott Fitzgerald Scribner
606,042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/042510107X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.LZZZZZZZ.jpg,Tom Clancy Berkley Publishing Group
607,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic,http://images.amazon.com/images/P/043936213X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043936213X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043936213X.01.LZZZZZZZ.jpg,J. K. Rowling Scholastic
608,0312966806,Tell Me Lies (Tell Me Lies),Jennifer Crusie,1999,St. Martin's Press,http://images.amazon.com/images/P/0312966806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.LZZZZZZZ.jpg,Jennifer Crusie St. Martin's Press
609,0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial,http://images.amazon.com/images/P/0688177859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177859.01.LZZZZZZZ.jpg,Sena Jeter Naslund Perennial
610,0553573136,Couplehood,PAUL REISER,1995,Bantam,http://images.amazon.com/images/P/0553573136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg,PAUL REISER Bantam
611,0451204530,Code to Zero,Ken Follett,2001,Signet Book,http://images.amazon.com/images/P/0451204530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204530.01.LZZZZZZZ.jpg,Ken Follett Signet Book
612,0446603716,Hide &amp; Seek,James Patterson,1996,Warner Books,http://images.amazon.com/images/P/0446603716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.LZZZZZZZ.jpg,James Patterson Warner Books
613,0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,http://images.amazon.com/images/P/0743460529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.LZZZZZZZ.jpg,Mary Higgins Clark Pocket
614,0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin,http://images.amazon.com/images/P/0373825013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.LZZZZZZZ.jpg,Nancy Martin Harlequin
615,0671880314,Schindler's List,Thomas Keneally,1993,Touchstone,http://images.amazon.com/images/P/0671880314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.LZZZZZZZ.jpg,Thomas Keneally Touchstone
616,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/038550120X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038550120X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038550120X.01.LZZZZZZZ.jpg,JOHN GRISHAM Doubleday
617,0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday,http://images.amazon.com/images/P/0385502532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg,Christina Schwarz Doubleday
618,0373218397,Summer Pleasures,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373218397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218397.01.LZZZZZZZ.jpg,Nora Roberts Silhouette
619,0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.LZZZZZZZ.jpg,Kaye Gibbons Vintage Books
620,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,2002,Broadway,http://images.amazon.com/images/P/076790592X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076790592X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076790592X.01.LZZZZZZZ.jpg,Mitch Albom Broadway
621,0446360589,The Burden of Proof,Scott Turow,1991,Warner Books,http://images.amazon.com/images/P/0446360589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg,Scott Turow Warner Books
622,0553580221,False Memory,Dean R. Koontz,2000,Bantam Books,http://images.amazon.com/images/P/0553580221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.LZZZZZZZ.jpg,Dean R. Koontz Bantam Books
623,0345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books,http://images.amazon.com/images/P/0345368754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368754.01.LZZZZZZZ.jpg,Umberto Eco Ballantine Books
624,0446603929,See How They Run,James Patterson,1997,Warner Books,http://images.amazon.com/images/P/0446603929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603929.01.LZZZZZZZ.jpg,James Patterson Warner Books
625,0451169522,Misery,Stephen King,2004,Penguin USA (Paper),http://images.amazon.com/images/P/0451169522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.LZZZZZZZ.jpg,Stephen King Penguin USA (Paper)
626,0140179836,The Liar's Club: A Memoir,Mary Karr,1998,Penguin USA (Paper),http://images.amazon.com/images/P/0140179836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140179836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140179836.01.LZZZZZZZ.jpg,Mary Karr Penguin USA (Paper)
627,044022103X,One True Thing,Anna Quindlen,1995,Dell,http://images.amazon.com/images/P/044022103X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022103X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022103X.01.LZZZZZZZ.jpg,Anna Quindlen Dell
628,0553581554,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books,http://images.amazon.com/images/P/0553581554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.LZZZZZZZ.jpg,Iris Johansen Bantam Books
629,0451180232,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451180232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.LZZZZZZZ.jpg,Stephen King Signet Book
630,0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425107469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425107469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425107469.01.LZZZZZZZ.jpg,Dean R. Koontz Berkley Publishing Group
631,0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam,http://images.amazon.com/images/P/0553580191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580191.01.LZZZZZZZ.jpg,DEAN KOONTZ Bantam
632,0451172817,Needful Things,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451172817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451172817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451172817.01.LZZZZZZZ.jpg,Stephen King Signet Book
633,0743211375,From a Buick 8 : A Novel,Stephen King,2002,Scribner,http://images.amazon.com/images/P/0743211375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743211375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743211375.01.LZZZZZZZ.jpg,Stephen King Scribner
634,080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg,Fannie Flagg Ballantine Books
635,140003065X,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA,http://images.amazon.com/images/P/140003065X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140003065X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140003065X.01.LZZZZZZZ.jpg,Rohinton Mistry Vintage Books USA
636,0671011367,Deja Dead,Kathy Reichs,1998,Pocket,http://images.amazon.com/images/P/0671011367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671011367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671011367.01.LZZZZZZZ.jpg,Kathy Reichs Pocket
637,0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,http://images.amazon.com/images/P/0553569910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg,Iris Johansen Bantam Books
638,0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press,http://images.amazon.com/images/P/0743418204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.LZZZZZZZ.jpg,Jennifer Weiner Washington Square Press
639,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,http://images.amazon.com/images/P/0060391626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060391626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060391626.01.LZZZZZZZ.jpg,Wally Lamb Regan Books
640,0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone,http://images.amazon.com/images/P/0743203631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743203631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743203631.01.LZZZZZZZ.jpg,Robert Morgan Touchstone
641,080411109X,The Hundred Secret Senses,Amy Tan,1996,Ivy Books,http://images.amazon.com/images/P/080411109X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411109X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411109X.01.LZZZZZZZ.jpg,Amy Tan Ivy Books
642,0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg,Jennifer Crusie St. Martin's Paperbacks
643,0446608815,Pop Goes the Weasel,James Patterson,2000,Warner Vision,http://images.amazon.com/images/P/0446608815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608815.01.LZZZZZZZ.jpg,James Patterson Warner Vision
